4427322535940675|07|2035|779
4427322535934728|05|2028|805
4427322535941582|02|2030|577
4427322535972348|10|2025|603
4427322535953926|04|2028|532
4427322535958297|05|2025|105
4427322535996735|12|2031|202
4427322535967983|06|2033|353
4427322535920685|03|2030|656
4427322535945930|08|2031|950
4427322535906254|09|2032|613
4427322535924315|05|2034|241
4427322535945617|04|2024|122
4427322535951698|07|2024|615
4427322535942069|03|2033|663
4427322535994201|02|2032|386
4427322535978915|01|2024|160
4427322535908615|03|2031|651
4427322535975093|10|2025|221
4427322535968270|01|2029|515
4427322535975861|02|2026|403
4427322535924679|03|2033|192
4427322535945013|02|2029|882
4427322535927458|12|2032|105
4427322535910694|07|2031|943
4427322535979483|07|2030|590
4427322535962380|12|2035|747
4427322535926450|04|2030|931
4427322535967520|06|2028|791
4427322535930478|01|2028|266
4427322535931245|05|2033|709
4427322535901289|07|2030|195
4427322535958974|04|2026|890
4427322535942036|07|2029|994
4427322535970235|02|2034|272
4427322535938125|04|2031|735
4427322535953140|08|2030|542
4427322535960475|03|2033|258
4427322535987346|05|2025|628
4427322535932458|05|2025|912
4427322535954387|12|2033|109
4427322535982354|03|2026|255
4427322535901875|11|2028|411
4427322535978493|09|2035|442
4427322535927490|08|2031|856
4427322535963982|02|2032|639
4427322535901842|04|2033|383
4427322535943190|09|2028|429
4427322535928746|04|2035|359
4427322535982537|06|2031|694
4427322535959618|06|2033|525
4427322535913870|08|2027|464
4427322535901974|02|2032|106
4427322535914928|04|2031|556
4427322535936905|01|2024|921
4427322535940832|08|2028|944
4427322535908219|04|2033|639
4427322535936194|01|2031|871
4427322535951482|10|2029|311
4427322535959360|06|2032|887
4427322535925791|01|2031|288
4427322535934918|05|2028|128
4427322535941723|08|2029|543
4427322535951938|09|2034|149
4427322535920164|06|2025|571
4427322535939248|05|2029|690
4427322535974096|12|2027|423
4427322535965029|09|2030|772
4427322535974351|07|2032|937
4427322535978345|02|2024|426
4427322535917459|11|2025|985
4427322535965987|12|2033|225
4427322535943695|05|2031|399
4427322535941285|09|2032|431
4427322535917483|10|2030|210
4427322535945328|12|2034|192
4427322535967405|02|2034|639
4427322535930981|12|2030|435
4427322535975291|12|2028|366
4427322535939081|01|2025|950
4427322535993187|07|2033|119
4427322535947068|12|2033|270
4427322535995307|09|2028|179
4427322535932680|09|2025|413
4427322535918754|08|2033|909
4427322535971654|04|2029|520
4427322535976208|11|2033|168
4427322535938596|11|2029|723
4427322535969518|10|2029|202
4427322535953876|04|2032|235
4427322535926047|07|2031|816
4427322535931609|11|2026|560
4427322535916089|05|2032|278
4427322535953074|08|2032|887
4427322535904598|09|2034|462
4427322535957612|09|2029|402
4427322535987320|04|2026|947
4427322535931658|04|2031|358
4427322535923481|09|2026|131
4427322535947985|04|2028|537

